Time,Label,ProcessScore,Wavelength,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
20260630-11:128:00,20260630_284798_avg,75.4322,0,411.585,435.8911,389.672,394.3824,394.5574,390.6265,356.8806,361.6425,371.5633,389.4039,351.1879,351.3579,359.8908,359.1607,356.6247,333.5044,334.3166,340.8072,351.2572,328.7323,328.6108,312.79,347.6533,322.9968,332.6919,316.986,315.7948,293.4979,283.5315,326.3628,309.9605,310.6209,290.8621,294.6077,319.4711,327.6936,296.5112,312.7852,306.026,301.4601,326.4841,295.9168,317.1825,305.2162,299.1376,316.1602,301.0128,294.8003,312.6826,309.6491,307.6403,240.1439,294.8868,290.4996,285.9008,292.9324,287.1407,291.3959,278.0728,300.0816,289.9681,286.2689,285.1547,293.4367,291.4878,276.7065,291.0908,280.6644,303.5422,293.2251,271.2113,309.9593,252.7827,288.6751,271.6432,305.3195,284.2846,270.7105,277.4526,271.4214,276.3742,275.6118,269.5481,282.122,282.9231,264.068,254.5789,279.2141,281.1473,282.8017,279.5965,292.0364,283.8244,305.0273,309.9632,246.4911,240.524,268.8175,275.4638,268.0698
20260630-11:129:00,20260630_285893_avg,66.0015,0,456.8531,428.2909,444.6102,390.1789,374.8895,398.9206,394.8049,361.9165,403.2651,410.2811,350.8973,390.9689,303.9917,372.9802,327.4858,362.2451,316.9671,331.9983,312.4167,321.4172,361.3352,316.7449,360.6692,304.5205,341.5268,272.5075,298.4215,290.7436,332.6565,301.9204,251.8051,266.7633,271.705,311.9071,308.1672,283.8518,277.9368,304.3515,264.7757,298.3241,296.4333,282.6934,297.0847,290.9592,299.5644,260.8466,302.5009,311.4726,296.6479,302.7372,287.6873,308.9714,291.3221,265.3528,306.9274,254.3783,294.6706,279.9324,277.9284,290.3863,270.852,295.9648,285.3785,270.1105,310.7326,285.6816,293.8006,309.6003,308.3919,290.1524,270.6699,246.0755,280.334,298.7867,282.7379,201.779,293.4429,294.8001,268.76,296.4591,289.1828,261.7384,303.9069,250.5652,276.9865,275.5959,262.1379,286.906,309.0555,308.4449,297.9796,247.1549,255.3534,287.75,283.8536,274.2524,325.5016,287.2802,296.4835,305.7628
20260630-11:130:00,20260630_286988_avg,88.9241,0,416.0778,428.8951,395.6164,393.2933,355.5563,354.2916,342.5247,321.1979,320.8162,299.1038,317.201,315.4392,313.5965,304.208,288.412,308.7061,295.5503,299.383,297.2329,271.6638,276.5024,279.7206,249.7766,248.0997,243.7749,259.2814,254.4731,237.124,258.6829,253.9246,271.2439,282.1934,258.7567,241.2156,259.7797,249.8079,245.4921,235.8556,240.9741,244.5335,258.1722,253.4412,271.9524,254.8973,250.8813,239.9559,229.0457,235.4658,233.2823,206.1283,228.2713,265.7155,247.6768,236.7075,247.7001,213.567,245.6753,259.8952,239.5681,215.6128,235.1092,259.4568,244.6383,220.3568,274.9522,222.6215,237.1765,225.6787,225.6803,234.1001,249.8117,259.2676,235.079,226.0959,247.6211,248.0837,244.2662,244.8282,239.2793,242.3831,238.4098,256.5528,273.3467,243.8449,241.2346,245.103,231.992,252.6153,248.0222,235.664,254.8369,242.1668,227.9648,247.1191,245.5357,256.0472,254.2508,240.729,235.5459,242.4369
20260630-11:131:00,20260630_288083_avg,83.3397,0,496.5047,488.102,473.3588,442.4979,412.117,407.4783,414.5717,383.9419,379.5491,392.2591,378.3184,367.6384,364.0226,349.1572,363.5945,346.2957,344.7262,349.4816,339.8239,331.9461,316.032,336.2979,330.6347,322.1141,314.5194,322.5926,325.062,319.2707,332.602,321.6229,311.9537,318.7615,310.505,309.1172,320.2069,297.3458,305.3338,315.8125,306.1385,298.5284,284.4675,278.0954,320.277,302.1191,292.6503,301.261,287.8813,293.4406,286.9258,281.803,274.5466,279.1641,304.6673,284.4979,299.2196,303.1021,293.5583,290.2095,294.2576,288.6347,304.4652,310.9517,306.5974,270.9038,287.7291,291.9918,296.4424,274.7389,274.5209,304.5987,286.1303,276.9309,280.6977,295.4378,283.446,293.9504,281.8953,274.3364,305.6358,295.5065,288.2848,286.44,306.066,297.4478,302.9389,285.8524,292.1211,295.594,286.1869,290.6714,285.8427,295.5365,278.5286,297.2095,294.6058,289.5017,295.9181,287.8385,284.7849,296.7308
20260630-11:132:00,20260630_289178_avg,76.809,0,364.4271,377.4785,338.2082,322.4497,332.905,320.6458,264.9298,301.3463,301.9946,289.8615,294.9353,257.0112,235.9559,265.5262,284.8297,220.8468,260.1967,239.0791,266.4469,303.065,263.1529,263.382,278.3832,262.5717,257.0455,275.7501,266.5753,262.2404,253.7092,249.1121,270.3522,247.5737,274.2928,233.7028,276.5571,259.1661,233.4498,258.9154,238.2464,249.9202,240.5581,246.5529,265.2184,257.6965,228.8241,229.7881,253.2348,254.5213,236.7339,276.4847,262.9295,237.7993,236.1908,244.9387,243.1991,271.0953,266.4031,249.8235,261.1231,263.6847,250.2886,256.3008,259.6145,257.6825,235.4095,237.0712,243.7575,236.283,222.6874,260.1508,254.1787,224.436,243.4605,244.2282,250.4174,228.0504,223.0624,255.673,219.4914,242.0978,240.287,243.684,250.1365,273.6023,217.4896,260.8056,201.4048,269.8224,209.6375,288.1536,238.7145,268.2441,264.7497,238.2492,239.7511,231.5609,260.2066,239.1904,232.4641,256.4298
20260630-11:133:00,20260630_290273_avg,67.8185,0,415.2506,414.8747,365.4166,384.9647,366.6646,314.6914,394.0455,382.211,325.5195,314.1125,341.7492,299.3961,360.6931,314.2705,359.3612,298.7659,311.8859,340.6625,300.3255,311.0854,327.2569,286.0432,267.0099,260.0472,305.5059,299.0493,313.0502,280.4581,252.2657,229.7605,350.659,295.4577,285.8979,288.8758,248.7916,263.4885,322.5697,297.2063,263.9799,253.0696,269.4781,273.8987,328.6795,276.069,252.1606,277.8417,284.5704,247.6465,285.8683,303.5872,277.4857,254.4787,259.5212,231.9773,266.361,275.6175,246.4446,311.6466,284.1021,223.183,223.1582,241.1902,300.6232,284.6961,301.9104,264.5685,259.8458,236.1528,273.9776,261.9025,261.6882,305.5692,265.5717,300.167,232.6666,332.8116,261.7878,287.1935,290.9824,259.1297,289.6102,290.4732,253.0618,252.7371,269.4386,264.9035,299.227,282.2498,263.3379,278.2379,215.5698,248.1807,268.5698,287.3086,265.5388,294.5921,280.6944,249.0914,257.3758,270.4694
20260630-11:134:00,20260630_291368_avg,70.6193,0,502.6271,451.7397,419.689,456.228,421.1169,426.2986,411.203,437.2863,403.3829,351.1186,373.1471,341.5091,337.8027,308.6239,330.5417,345.5994,325.8563,296.1197,281.4923,365.9089,318.5867,287.0007,314.8949,353.7289,312.5066,226.6909,356.3851,244.2413,281.812,256.9356,264.3299,287.1964,227.8944,274.2439,302.5945,252.4503,237.5262,266.4463,260.1414,252.4959,236.7296,277.0266,277.6675,236.0803,238.3438,263.1816,235.3603,262.2346,292.7,254.6285,225.7028,263.9886,249.3557,249.2977,263.8313,268.4248,251.8437,248.9115,300.0612,278.527,269.0972,251.5352,223.4237,274.9431,250.6355,232.7251,240.536,222.6431,271.6347,262.285,249.8674,244.2179,228.5288,193.1101,210.4541,226.6806,222.9544,251.6899,264.376,241.4924,278.9314,225.6126,241.4237,243.5517,271.4651,247.5573,248.3462,204.9403,223.4573,272.192,195.1563,278.5359,258.1845,228.0087,226.14,292.739,281.14,244.0738,250.4563,231.649
20260630-11:135:00,20260630_292463_avg,95.5011,0,471.8521,452.709,428.8048,416.0364,395.4865,383.7495,369.8199,362.5428,348.0407,341.9969,329.5628,322.9852,311.3773,305.3594,300.6185,293.6774,287.0625,279.771,275.2197,273.6085,269.8666,261.5618,257.6429,253.9994,254.9555,248.2238,249.7408,246.9057,242.4418,245.4941,237.0596,242.8345,238.6297,232.2026,239.7377,237.6537,233.9191,232.2651,230.5523,239.3742,231.5723,230.6494,234.0222,229.5795,230.9777,235.3746,234.0388,231.9453,232.6757,231.3926,231.9814,230.0622,230.1053,229.6216,228.9051,232.4495,231.3105,226.8972,225.756,227.5748,232.3095,224.5425,226.0321,226.1563,225.3093,224.1711,227.5676,225.759,226.5093,225.8564,226.5546,228.2035,227.7701,230.2415,227.9823,223.9967,227.8064,227.8789,231.0399,224.8741,228.7602,226.3351,229.4289,228.112,229.9911,225.9314,231.141,229.9292,229.8662,233.9548,228.5633,230.0719,229.3148,229.2739,233.57,228.2945,226.4634,231.6011,226.2053,222.8137
20260630-11:136:00,20260630_293558_avg,86.7804,0,405.2456,409.8422,401.6447,378.0761,366.4027,339.3109,356.2375,356.5686,333.8549,317.5206,316.2734,308.0047,303.5933,309.8207,301.5057,305.3351,294.7798,277.989,278.7404,275.1249,276.4711,295.378,294.7787,280.5282,270.774,252.9263,268.3418,255.8619,280.613,244.2969,264.6288,249.9217,258.2791,264.6823,267.713,255.2636,263.4865,247.4887,256.7714,264.473,256.7933,247.0891,249.4492,263.14,240.0637,241.4028,257.8877,246.4137,235.2436,265.3763,238.6876,248.2432,243.5224,246.8274,240.3036,257.4204,250.7159,259.9772,242.5695,272.0476,228.1966,231.4731,267.4018,253.3952,251.7932,252.6053,253.9673,250.8902,237.0714,256.2511,254.4451,262.6617,266.2224,250.6601,233.7704,266.1965,236.0074,250.6843,244.2762,242.4327,255.4058,249.8426,252.8172,238.5178,245.5355,239.1755,245.4258,246.3725,267.6784,244.9931,224.8685,262.9977,252.8073,246.5588,243.2618,237.7505,268.9417,248.5158,229.1218,251.4112
20260630-11:137:00,20260630_294653_avg,79.0166,0,500.42,483.7921,464.9531,446.4299,431.7511,440.9258,429.5371,425.7368,418.872,414.3601,403.9029,400.9341,405.793,403.0148,380.3523,383.1375,386.2828,389.5178,384.9455,363.3061,374.0187,362.0429,365.4467,360.341,342.8794,352.3292,352.4545,342.3969,337.9752,326.0174,338.9771,333.084,322.7201,324.4124,325.3745,318.1311,319.796,305.48,324.8791,313.5971,303.8893,292.54,314.8782,309.8076,305.6472,308.4758,306.8061,300.5813,295.9135,293.2725,297.6178,302.9629,291.1775,300.789,291.8345,290.6229,303.4371,297.0296,296.0566,277.7654,297.4176,280.5942,278.5699,264.1876,280.4721,269.772,279.2226,267.4692,287.1542,277.6996,288.8991,265.2298,282.3301,258.367,271.6177,265.1198,265.7391,264.6282,261.2489,258.2563,263.3409,266.6466,273.3606,266.8013,272.3209,253.4705,260.225,267.678,264.6595,255.8523,267.8615,257.2702,255.1477,263.5129,259.7879,255.7402,255.1387,251.2274,255.5602,265.6035
20260630-11:138:00,20260630_295748_avg,85.727,0,388.8737,375.3324,367.5595,341.2132,338.7766,335.4725,324.226,324.3595,324.8822,316.3157,313.2798,308.4885,298.2484,306.5942,300.7164,296.7367,301.0915,290.4932,298.309,294.6843,288.5961,287.9698,280.8634,287.4335,282.8993,281.2342,280.341,273.3275,267.5454,276.7224,273.7362,266.5507,269.0666,271.2159,269.1214,260.0474,254.5093,253.9193,257.1161,263.8119,252.9536,252.5131,251.4799,251.0049,252.5549,246.2339,256.1628,250.1932,261.449,244.8672,256.9069,255.8476,247.724,247.7633,245.4514,245.5897,249.7739,250.0548,243.0611,260.6509,249.5806,251.3331,248.5747,250.4978,250.4181,252.3143,252.5658,256.4947,254.1831,256.5322,253.5467,254.7697,252.774,258.3684,255.3499,253.1676,252.9371,253.1346,253.5488,252.9011,250.3514,255.874,255.7404,259.5316,248.4085,253.5172,241.4856,253.0626,242.2686,243.7247,248.9246,244.0195,242.7482,243.3087,248.067,240.0461,243.3538,241.339,246.1345,245.7635
20260630-11:139:00,20260630_296843_avg,85.7644,0,399.563,388.2049,363.7399,376.9235,353.5959,337.7462,334.5908,340.5532,345.5656,323.5638,340.9114,326.9921,316.4523,317.7318,334.9149,303.8014,307.0077,319.5547,310.2866,298.6141,311.9545,309.907,301.3245,290.4113,289.4592,293.8701,277.1902,298.8218,300.0164,280.4016,283.6705,289.1324,294.1003,288.5628,256.9333,267.924,273.5131,262.7948,281.6869,278.6802,255.0265,259.4227,252.6696,256.2874,254.6822,264.0665,246.2079,229.4422,237.4909,241.6595,244.046,250.7368,238.4238,236.4231,238.2044,235.8093,240.213,239.2064,250.2491,234.5489,239.7578,237.5996,249.3962,240.2904,250.7953,230.5365,240.1611,235.0815,228.8977,239.0618,255.0309,231.3811,237.6441,226.6497,225.0257,230.7934,233.5292,233.6092,234.8984,221.7043,230.5797,240.3915,223.1989,231.8537,237.2847,227.1348,236.8331,219.5396,240.8248,235.61,232.3041,241.4484,227.7913,224.6584,242.1079,245.8059,222.3831,227.0923,237.0383,226.3786
20260630-11:140:00,20260630_297938_avg,75.7825,0,442.0949,435.3014,423.397,409.5932,402.3017,393.4014,390.5986,386.6277,339.7475,348.2462,338.0371,380.5427,388.0215,298.9124,377.1843,340.2182,356.5696,341.3238,358.0498,326.9602,288.3777,312.5378,322.6954,302.9913,318.8989,299.5402,284.5498,270.5144,282.7841,292.9779,242.1684,265.4478,235.7949,263.7025,301.3345,246.1624,285.6637,330.9492,297.976,266.7822,280.9633,229.9019,223.7617,257.7059,264.4938,278.6087,240.6262,256.4325,254.7186,247.4373,247.989,230.0183,254.5571,252.1983,237.7349,261.8717,269.6117,261.6385,223.4069,248.5585,226.0889,248.3328,226.0629,274.3806,263.4193,271.5662,269.2807,239.9539,236.441,284.3004,241.9555,215.4519,267.5127,248.1367,277.9798,249.6751,243.4557,277.2288,208.9079,229.4635,222.1966,192.6294,259.8761,227.5172,259.1665,246.9888,251.0437,226.7412,219.1111,237.2153,254.7783,232.5352,217.3458,205.5971,235.934,218.4667,228.4952,224.1957,219.0903,234.9287
20260630-11:141:00,20260630_299033_avg,78.3532,0,383.7883,378.6049,343.996,361.658,346.7817,331.1702,344.3415,338.0281,337.0751,338.9897,332.7382,317.297,324.2974,311.9227,325.5082,328.6271,308.3225,310.2901,306.8912,307.9617,312.1048,304.3612,310.1689,311.2846,309.8288,292.7805,308.4859,307.4361,306.4639,293.0767,287.4538,284.3665,282.105,288.3994,292.8024,294.6199,280.8763,282.6681,280.9389,276.0121,284.2867,280.5091,277.8097,278.1667,278.8311,277.6706,266.6038,277.5786,272.1232,266.3528,270.0182,269.8387,274.0262,258.3922,273.9429,264.0771,259.5846,258.5688,254.5692,248.6873,264.6988,273.0101,247.3903,251.3359,262.469,256.3116,261.7907,254.7093,250.8132,252.7093,237.2309,245.2828,259.2602,260.453,261.4578,254.3075,235.1778,245.969,259.1184,260.7742,258.5716,247.1097,239.3196,247.7211,247.7481,258.141,248.536,246.7424,246.812,248.7554,250.0142,240.3525,237.7465,254.2703,233.1221,255.5462,230.6879,239.595,250.1,243.0992
20260630-11:142:00,20260630_300128_avg,81.728,0,376.8451,361.9619,347.657,369.7772,311.0209,330.3028,313.2905,288.6024,290.0238,299.5804,276.5988,286.943,302.6298,275.5177,247.813,252.2269,256.2785,251.6323,255.3664,254.4174,271.6025,244.0297,224.9847,255.3594,254.5687,237.6757,228.7923,239.2632,225.592,197.6352,233.45,236.7314,243.2712,211.1375,223.7297,223.0994,219.9549,219.6531,217.9261,219.8961,227.0126,233.5156,205.0819,213.2366,209.5675,207.4929,192.5405,216.0022,222.6093,213.7178,215.9834,222.2794,236.6476,210.7619,200.2588,215.8815,244.2184,200.9796,226.9436,234.2934,184.1295,223.7407,226.4873,214.0206,208.5191,209.1734,212.7255,212.8758,209.9184,211.7001,233.2526,198.5923,190.5789,232.3141,211.9472,208.7195,212.2379,216.3811,205.5098,219.7969,198.4874,207.5563,179.968,227.9823,208.5227,220.3977,217.4961,218.4477,210.4559,216.1119,196.9311,194.0491,209.4649,201.4182,231.681,216.9897,201.7432,208.4336,214.5712,212.092
20260630-11:143:00,20260630_301223_avg,70.7706,0,378.6952,399.8582,384.1456,370.8654,308.194,334.6106,360.6891,337.3111,342.1983,296.0559,370.3043,306.5246,277.3048,313.3666,263.6417,293.2535,375.1992,306.1721,280.5361,312.2918,289.5764,328.5026,286.8186,312.0417,278.1911,362.8596,313.6064,297.6034,293.1847,286.2463,280.6064,279.164,335.0027,283.1475,246.3534,267.8772,315.3673,287.7948,290.0254,319.4664,274.3419,306.2073,275.9003,303.9308,281.2248,284.1018,307.8676,305.5908,283.9792,276.2622,323.0363,299.1179,275.8488,269.0437,306.7262,285.053,277.8481,283.4441,287.7836,277.9926,306.1985,306.8139,289.5162,308.2927,276.4556,291.658,298.4872,298.5062,295.8858,289.1511,319.4149,262.0354,270.7858,269.3868,265.8471,228.6662,305.8218,250.7435,278.1557,241.6056,288.3911,256.0354,247.8532,278.1849,257.4254,260.0556,276.8486,290.8982,253.3758,248.979,271.7927,283.141,303.8286,245.1994,261.9819,295.7595,313.5817,245.1036,250.5328,275.8597
20260630-11:144:00,20260630_302318_avg,87.7156,0,421.7703,393.344,371.4584,365.52,341.8918,343.3837,331.7426,337.3938,311.8494,311.5566,304.1529,313.5456,296.3675,301.2912,294.5195,316.3846,290.4733,285.3267,297.678,309.2525,290.2327,289.159,300.0718,294.5851,288.824,277.9056,286.4795,268.0849,273.987,292.4673,290.3207,281.2829,258.0761,264.206,268.5742,272.8005,262.0409,271.0708,289.7117,276.3511,274.2501,262.1831,255.9687,259.5581,254.9929,271.3467,274.0078,260.9598,271.2571,283.5279,287.911,276.4091,267.2025,275.6105,281.184,249.1034,281.9404,262.4983,262.3645,263.8545,270.0468,256.2855,263.939,271.4529,268.3977,269.8053,263.0132,272.5672,275.9321,275.3097,269.8825,274.7112,274.0671,291.1941,277.3966,265.0473,257.2932,263.5121,262.8987,270.9487,259.5196,277.51,253.0848,250.8203,265.0428,258.3547,254.42,260.3002,259.0998,266.3794,260.3546,261.0659,266.0594,275.639,279.8779,267.2435,267.8828,263.9091,270.1084,269.15
20260630-11:145:00,20260630_303413_avg,94.5049,0,398.463,375.413,360.94,341.4176,322.5314,311.5075,304.578,299.4789,286.5685,280.1651,276.1365,271.9385,266.0218,263.8175,260.5857,255.1418,252.2501,248.4879,245.0466,239.7253,237.8324,234.9429,235.3576,234.2674,229.1244,230.6714,227.3096,225.6131,225.3353,223.2472,225.7977,223.3306,224.5396,221.2486,220.6792,224.7555,217.0974,222.5771,222.9263,220.7523,218.1975,221.5104,217.6968,216.7012,217.1654,216.6327,215.7224,219.798,215.8392,217.257,214.2751,217.1988,214.6901,214.5566,216.6613,218.9588,217.6126,217.6631,216.2647,215.7477,217.949,215.0795,217.8283,218.5407,214.189,214.3805,214.5769,212.5901,214.5262,218.0466,213.1621,217.9211,214.2538,219.3912,213.6246,214.678,213.0789,213.5108,217.6377,215.8742,217.018,212.2518,216.3088,213.0285,212.3307,215.6063,215.6474,215.3558,216.7814,217.1703,218.4578,213.0925,218.6565,219.4933,214.9547,212.3417,212.9627,214.8751,219.9526,215.8837
20260630-11:146:00,20260630_304508_avg,86.8661,0,488.6087,463.5232,447.3603,425.8757,426.9419,408.3261,411.0896,396.9482,386.2095,372.177,377.1917,366.5474,369.2744,350.3481,355.2285,357.8754,341.5999,340.5634,333.9135,339.7565,322.9688,321.1804,311.0433,301.0477,293.6361,309.6259,287.7775,298.2801,292.2522,293,278.4071,273.1797,279.6221,271.4686,261.2829,284.0491,259.7543,255.77,259.5099,269.2906,239.8742,264.5646,246.0286,253.6217,244.378,264.0656,247.5744,239.4318,241.275,243.06,242.4944,243.3789,238.7207,226.6436,233.9133,240.5189,229.4005,239.2716,233.3294,230.5614,241.116,216.9773,224.8132,239.436,243.6135,246.6846,228.2606,230.9895,233.3532,236.5178,228.347,232.7806,228.5947,228.6454,216.6868,220.9615,218.9833,213.2307,209.1073,218.5029,219.3601,221.8912,225.0775,221.7231,217.7516,212.0778,225.9974,217.7658,214.7103,216.2911,211.5328,212.7643,212.134,213.9663,221.1489,218.8149,227.5921,224.5932,230.2407,218.7789
20260630-11:147:00,20260630_305603_avg,69.6081,0,423.9803,461.1098,451.8572,421.1235,426.6741,390.8881,441.5272,399.8528,354.3743,374.1728,364.4308,357.9111,318.941,365.9836,318.1453,286.1751,336.9774,323.3366,317.4198,258.4365,311.4019,325.2544,310.8765,333.472,355.747,331.2668,341.37,340.912,285.4997,319.4142,330.9468,293.0832,282.077,312.8422,260.7052,268.5054,277.0503,302.9754,295.3805,313.8509,263.4832,260.4744,296.1701,261.6738,265.0026,232.3259,284.3449,314.0776,248.7465,298.4927,270.3214,226.6371,247.1298,244.4538,259.2826,276.5422,311.0982,228.4693,251.0759,239.9274,229.7899,262.8826,259.7333,213.7721,258.625,227.4557,257.0691,287.7187,267.0202,259.3144,241.1632,255.4435,267.2785,264.3159,249.8197,257.249,218.6384,232.7208,268.2202,271.1953,252.2114,286.3555,261.8646,243.1079,218.2544,284.1425,267.2332,292.5592,301.4803,215.2698,215.0992,175.5716,269.4749,262.7395,248.6206,215.459,243.557,250.168,264.8526,251.9658
20260630-11:148:00,20260630_306698_avg,69.1082,0,417.9578,435.0295,367.5389,411.9378,373.1795,398.7378,378.2218,350.746,361.5986,386.5224,361.6626,351.7539,349.2508,369.9691,387.8161,315.082,402.5479,353.4055,358.2272,337.8516,343.8041,345.5178,321.2192,323.8928,358.2836,307.0207,341.5606,325.2929,313.0814,364.7783,310.2948,305.7218,321.4694,309.6127,322.3858,323.8474,324.0794,316.4087,304.7883,328.0787,313.3177,305.3173,340.1248,310.1153,331.1625,332.6872,332.8984,321.2202,307.842,305.8827,301.8344,266.2176,317.8005,308.4924,318.3418,300.5929,314.1281,276.4851,279.6651,255.3966,297.2988,285.1946,282.3067,304.2544,289.9938,271.2647,342.9349,295.699,276.3181,283.4113,292.0297,291.6185,318.0427,292.6469,327.3836,285.5842,300.8388,311.3292,314.1714,315.9987,287.0031,291.5616,246.4444,287.5814,310.6648,306.892,288.8221,320.9564,282.9569,276.7063,280.9767,268.8931,300.3083,294.04,299.657,280.8776,287.1314,248.488,294.602,289.3759
20260630-11:149:00,20260630_307793_avg,81.4022,0,451.0175,434.1145,423.7116,414.6478,394.9699,404.5267,390.5546,389.527,390.8891,386.8692,387.9941,382.335,381.1474,371.3093,361.9943,356.2677,351.6545,380.9119,342.0483,371.1435,350.4037,366.7068,333.4018,349.4172,362.9114,354.0896,342.4595,325.7627,329.5906,352.7019,334.9262,335.7253,337.2992,321.0589,335.1992,326.0514,331.1289,321.6795,311.1529,320.3809,328.9544,325.4905,321.0159,327.9213,316.7723,318.2104,312.3851,324.7651,317.8679,309.3389,300.0945,323.3427,305.7628,312.7498,333.2537,318.546,325.5953,305.4558,319.9252,310.0095,312.8473,327.8077,306.4032,308.908,300.1939,316.4562,302.9044,317.2508,292.4369,312.4325,301.2214,313.6116,306.4991,301.4165,302.4864,297.9022,313.0986,295.3885,302.2057,307.4469,318.7047,303.3466,300.757,305.047,282.9812,290.5472,297.6303,294.0264,285.3561,307.4734,301.4702,299.8741,291.7093,298.3455,301.882,294.2615,300.357,288.532,296.3656,305.6184
20260630-11:150:00,20260630_308888_avg,71.3278,0,396.7418,418.1564,407.5655,359.2245,381.2619,349.7198,367.4942,364.7633,368.4745,328.9589,354.4053,292.1453,351.0852,320.371,316.6018,271.8474,300.8056,331.7599,292.3038,311.3586,294.1356,311.131,290.2517,264.4321,280.9331,308.672,283.5845,268.4084,313.066,288.5161,279.1857,266.8682,272.9441,271.5716,210.8233,260.6577,248.0091,239.8541,244.7171,216.4515,210.5571,270.7737,254.4443,196.4378,232.7412,261.5543,238.1269,268.4646,264.4728,216.3229,240.5751,234.4973,215.7043,214.421,227.3799,230.6506,249.0568,264.1522,253.3705,257.8654,237.2279,254.2356,238.7631,232.3784,278.5332,193.3483,201.7548,246.0635,232.2689,207.9474,214.665,216.3156,251.668,257.0953,264.6707,199.1802,202.7013,200.4584,254.1046,235.9197,228.4936,230.8717,224.6227,202.9125,235.2499,221.0323,200.6199,236.0605,216.1281,229.3439,222.5432,243.1918,230.1792,208.5852,233.2222,234.4562,238.2052,249.3341,216.9656,243.2896
